"","TITULO_PROJETO","","UF_PROPONENTE","SITUACAO_REGISTRO","CNPJ_PROPONENTE","RAZAO_SOCIAL_PROPONENTE","LEI_8313","ART1","ART1A","ART3","ART3A","ART39","FUNCINES","TOTAL_CAPTADO"
"","PERRENGUE","","RJ","DEFERIDO","01.369.211/0001-69","","0","0","0","0","0","671647,23","0","671647,23"
"","Vitrines","","RJ","DEFERIDO","01.369.211/0001-69","","0","0","0","0","1747500","0","0","1747500"
"","UM CERTO WILSON","","RJ","DEFERIDO","01.369.211/0001-69","","0","0","0","0","300000","0","0","300000"
"","","","RJ","DEFERIDO","01.369.211/0001-69","","0","0","0","0","250000","0","0","250000"
"","","","PE","DEFERIDO","01.374.871/0001-38","","0","0","0","0","0","1500000","0","1500000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","364764,6","0","0","0","156616,36","0","0","521380,96"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","2024667,14","20827,67","1443000","0","0","3488494,81"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","500000","1020040","1200000","0","0","0","2720040"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","0","150000","0","150000"
"","Brincante","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","200000","1200000","0","0","0","0","1400000"
"","Sem Limites","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","244943,19","0","0","244943,19"
"","TUDO QUE APRENDEMOS JUNTOS (Ex- Acorda Brasil)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","1250000","2748335","2322921,36","446030,25","0","0","6767286,61"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","850000","3000000","0","1603755,7","0","5453755,7"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","1100000","0","0","0","0","1100000"
"","Alice Especial","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","2831303,98","0","0","2831303,98"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","500000","299999,98","0","0","0","799999,98"
"","Alice - Segunda Temporada (Ex - Na Moda - Segunda Temporada)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","0","6130359,13","0","6130359,13"
"","Acorda Brasil - Desenvolvimento","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","230047,97","0","0","0","230047,97"
"","AS MELHORES COISAS DO MUNDO (EX - MANO)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","3000000","887000","2541999,98","0","0","0","6428999,98"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","1359999","600000","1070343,52","0","0","0","3030342,52"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","0","0","0","0"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","230000","2609008","0","17916,36","0","0","453000","3309924,36"
"","Nina","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","900000","1139614","0","0","0","0","0","2039614"
"","Mundo em Duas Voltas (O)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","240000","1402000","0","213060,25","0","0","0","1855060,25"
"","O MAGNATA","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","1221675","250000","2880000","0","0","0","4351675"
"","MANO - DESENVOLVIMENTO","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","158000","0","0","0","158000"
"","ALICE (EX - NA MODA)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","0","6957324,9","0","6957324,9"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","463096","0","0","0","0","0","463096"
"","WANDER (EX VLADIMIR)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","300000","0","971223,02","0","1271223,02"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","400000","3600000","0","2401961","0","0","6401961"
"","In Vino Veritas - Desenvolvimento","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","120000","0","0","120000"
"","FUNK.DOC","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","0","1866334,29","0","1866334,29"
"","MACHO DO SECULO XXI","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","800000","0","4320000","0","0","0","5120000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","185350,73","9839628,56","0","10024979,29"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","150000","1073524,48","1676475,5","1083731,37","0","3983731,35"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","250000","0","0","0","250000"
"","TUDO ACABA EM FESTA (EX FESTA DA FIRMA)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","350000","560000","2838382,77","0","161617","0","3909999,77"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","598039","0","0","598039"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","400000","0","0","400000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","419020,69","0","0","419020,69"
"","QUATRO AMIGAS NUMA FRIA  (EX DESPEDIDA DE NOIVADO)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","328421","0","2999999,82","0","0","0","3328420,82"
"","Festa da Firma - PAQ 2012","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","0","0","0","0"
"","O HOMEM DA SUA VIDA","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","0","6892922,69","0","6892922,69"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","537000","0","0","0","0","537000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","1474179,75","0","0","1474179,75"
"","4x100 - CORRENDO POR UM SONHO (EX CORRENDO POR UM SONHO)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","2789941,71","0","1150000","0","0","3939941,71"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","450000","1532684,32","3000000","0","0","250000","5232684,32"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","149000","0","0","0","0","149000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","30928,59","0","0","0","30928,59"
"","Fora de Controle (Ex - Chapa Quente)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","3000000","0","0","3000000"
"","Nascemos Para Cantar","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","800000","0","0","800000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","400000","0","0","400000"
"","Resgate Animal","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","1302866,74","0","0","0","0","1302866,74"
"","1981 - O ano do rubro negro","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","500000","0","0","500000"
"","Se Correr o Bicho Pega, Se Ficar o Bicho Come - DESENVOLVIMENTO","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","200000","0","0","200000"
"","Os Enforcados ","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","350000","0","0","3000000","0","0","3350000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","240000","0","0","240000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","247475","0","0","247475"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","700000","239226,68","2692871,92","0","0","3632098,6"
"","As Verdades","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","500000","0","0","3000000","0","0","3500000"
"","HARD","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","0","13980494","0","13980494"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","700000","0","3000000","0","0","3700000"
"","O EGRESSO - DESENVOLVIMENTO","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","150000","0","0","150000"
"","","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","2877074,82","0","100000","0","0","2977074,82"
"","ESCOLA SEM MUROS (DESENVOLVIMENTO)","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","200000","0","0","200000"
"","O Traidor","","SP","DEFERIDO","01.378.559/0001-12","GULLANE ENTRETENIMENTO S.A.","0","0","0","0","500000","0","0","500000"
"","","","DF","DEFERIDO","01.447.724/0001-40","RDA PRODUTORA E DISTRIBUIDORA DE FILMES LTDA","622723,43","559810","0","0","0","0","0","1182533,43"
"","""Seu Nelson, o Cinema e a Vida""","","RJ","DEFERIDO","01.456.361/0001-00","","0","0","0","0","350000","0","0","350000"
"","Rua Santo Amaro","","RJ","DEFERIDO","01.456.361/0001-00","","29975","0","0","0","0","0","0","29975"
"","VELHAS GUARDAS","","RJ","DEFERIDO","01.456.361/0001-00","","0","50000","0","0","0","0","0","50000"
"","","","RJ","DEFERIDO","01.456.361/0001-00","","175000","0","171777,2","0","0","0","0","346777,2"
"","Abdias, Um Brasileiro do Mundo","","RJ","DEFERIDO","01.456.361/0001-00","","100000","0","0","0","0","0","0","100000"
"","","","RJ","DEFERIDO","01.464.291/0001-31","","0","0","160308,35","0","0","0","0","160308,35"
"","","","RJ","DEFERIDO","01.464.291/0001-31","","0","200000","0","0","0","0","0","200000"
"","","","RJ","DEFERIDO","01.464.291/0001-31","","0","0","0","0","300000","0","0","300000"
"","","","RJ","DEFERIDO","01.464.291/0001-31","","0","162755","0","0","0","0","0","162755"
"","Veneza","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","0","700000","0","0","3000000","0","0","3700000"
"","Eu Fico Loko","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","0","212000","300000","1816478,04","1183521,96","0","0","3512000"
"","","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","0","1828040","103600","3000000","0","0","0","4931640"
"","S.O.S. Mulheres ao Mar 2","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","0","600000","710000","1563573,33","1436426,67","0","0","4310000"
"","S.O.S. Mulheres ao Mar!","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","0","358749","257916,68","2747736,84","0","252263,16","500000","4116665,68"
"","Soundtrack","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","0","500000","1400000","0","3000000","0","0","4900000"
"","","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","320000","747581","0","1025000","0","0","0","2092581"
"","Zigurate - Desenvolvimento","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","0","0","0","250000","0","0","0","250000"
"","Quem Tem Medo de Fantasma - Desenvolvimento","","RJ","DEFERIDO","01.473.536/0001-97","ANANA PRODUCOES AUDIOVISUAIS E EVENTOS LTDA","0","0","0","150000","0","0","0","150000"
"","Muita calma nessa hora (Ex - Algo de Novo)","","RJ","DEFERIDO","01.475.173/0001-29","","0","473664","200000","593694,75","0","0","0","1267358,75"
"","","","SP","DEFERIDO","01.478.079/0001-23","BLACK MARIA FILME VIDEO DIGITAL EIRELI","0","0","300000","0","3000000","0","0","3300000"
"","","","SP","DEFERIDO","01.478.079/0001-23","BLACK MARIA FILME VIDEO DIGITAL EIRELI","0","0","0","0","2899961,24","0","0","2899961,24"
"","QUEM AGORA CAMINHA EM ALGUM LUGAR DO MUNDO (EX - BRASIL DO BEM)","","SP","DEFERIDO","01.486.085/0001-22","","718292,51","0","0","0","0","0","0","718292,51"
"","","","SP","DEFERIDO","01.486.085/0001-22","","585154,6","0","0","0","0","0","0","585154,6"
"","","","SP","DEFERIDO","01.486.085/0001-22","","1354844,45","0","0","0","0","0","0","1354844,45"
"","","","SP","DEFERIDO","01.486.085/0001-22","","754342,55","0","0","0","0","0","0","754342,55"
"","DESTINO LUA DE MEL (EX - LUA DE MEL)","","SP","DEFERIDO","01.486.085/0001-22","","0","0","0","0","0","583123","0","583123"
"","","","SP","DEFERIDO","01.486.085/0001-22","","671295,8","0","0","0","0","0","0","671295,8"
"","","","SP","DEFERIDO","01.486.085/0001-22","","700000","0","0","0","0","0","0","700000"
"","","","SP","DEFERIDO","01.486.085/0001-22","","350000","0","0","0","0","0","0","350000"
"","","","SP","DEFERIDO","01.486.085/0001-22","","1250000","30000","0","0","0","0","0","1280000"
"","","","SP","DEFERIDO","01.486.085/0001-22","","566559,83","0","125000","0","0","0","0","691559,83"
"","","","SP","DEFERIDO","01.486.085/0001-22","","0","1126448","0","0","0","0","0","1126448"
"","500 ALMAS","","SP","DEFERIDO","01.486.085/0001-22","","0","1163500","0","0","0","0","0","1163500"
"","BALEIAS EM ABROLHOS","","SP","DEFERIDO","01.486.085/0001-22","","0","1082663","0","0","0","0","0","1082663"
"","Zero","","SP","DEFERIDO","01.486.085/0001-22","","1141973,37","0","0","0","0","0","0","1141973,37"
"","","","SP","DEFERIDO","01.486.085/0001-22","","546139,9984","0","0","0","0","0","0","546139,9984"
"","","","SP","DEFERIDO","01.486.085/0001-22","","0","521549","0","0","0","0","0","521549"
"","JULIA MANN","","SP","DEFERIDO","01.486.085/0001-22","","0","1130587","0","0","0","0","0","1130587"
"","MAPAS URBANOS DOIS","","SP","DEFERIDO","01.486.085/0001-22","","0","952500","0","0","0","0","0","952500"
"","PARQUES NACIONAIS - BLOCO SUL","","SP","DEFERIDO","01.486.085/0001-22","","0","1052988","0","0","0","0","0","1052988"
"","Mamonas Para Sempre","","SP","DEFERIDO","01.519.695/0001-85","BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI","0","0","0","515309,41","0","0","0","515309,41"
"","35,  Assalto ao Poder","","SP","DEFERIDO","01.519.695/0001-85","BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI","0","179223","0","0","0","0","0","179223"
"","","","SP","DEFERIDO","01.519.695/0001-85","BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI","0","89000","0","0","0","0","0","89000"
"","Papagaios Amarelos (Os)","","SP","DEFERIDO","01.519.695/0001-85","BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI","0","195500","0","0","0","0","0","195500"
"","Imagens do Estado Novo - 1937-45 (Ex- 37-45, Os golpes do Estado Novo)","","SP","DEFERIDO","01.519.695/0001-85","BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI","0","233110","0","0","0","0","0","233110"
"","","","SP","DEFERIDO","01.519.695/0001-85","BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI","0","574208","0","0","0","0","0","574208"
"","","","SP","DEFERIDO","01.533.833/0001-80","NOMADE AMBERG FILMES EIRELI","0","224000","0","0","0","0","0","224000"
"","","","SP","DEFERIDO","01.533.833/0001-80","NOMADE AMBERG FILMES EIRELI","0","200000","0","0","0","0","0","200000"
"","Meninos de Kichute","","SP","DEFERIDO","01.533.833/0001-80","NOMADE AMBERG FILMES EIRELI","0","800","2400000","0","0","0","0","2400800"
"","","","SP","DEFERIDO","01.533.833/0001-80","NOMADE AMBERG FILMES EIRELI","0","1431000","0","0","0","0","0","1431000"
"","HELENA","","ES","DEFERIDO","01.592.538/0001-03","","0","484749","0","0","0","0","0","484749"
"","","","SP","IRREGULAR","01.603.450/0001-31","","0","713631","0","18398,65","0","0","0","732029,65"
"","Latitude Zero (Ex: Latitude 9)","","SP","DEFERIDO","01.605.800/0001-07","","0","657239","0","0","0","0","0","657239"
"","","","SP","DEFERIDO","01.605.800/0001-07","","0","0","0","200000","0","0","0","200000"
"","","","SP","DEFERIDO","01.605.800/0001-07","","0","250000","980000","267755,94","300000","0","0","1797755,94"
"","Tudo Por Amor ao Cinema (Ex - Cosme, entre o mar e a selva)","","SP","DEFERIDO","01.605.800/0001-07","","0","0","800000","32000","0","0","0","832000"
"","","","SP","DEFERIDO","01.605.800/0001-07","","110000","0","0","0","0","0","0","110000"
"","Cabra Cega","","SP","DEFERIDO","01.605.800/0001-07","","0","419100","0","120900","0","0","0","540000"
"","ESTAMOS JUNTOS (Ex - ANTES DA NOITE - LONGA METRAGEM)","","SP","DEFERIDO","01.605.800/0001-07","","70000","888090","520000","0","0","0","0","1478090"
"","","","SP","DEFERIDO","01.605.800/0001-07","","160000","150000","0","0","0","0","32000","342000"
"","VOCACIONAL - UMA AVENTURA HUMANA","","SP","DEFERIDO","01.605.800/0001-07","","94187,28","0","0","0","0","0","0","94187,28"
"","","","SP","DEFERIDO","01.605.800/0001-07","","100000","0","0","0","0","0","0","100000"
"","","","RJ","IRREGULAR","01.610.289/0001-23","","0","346923","0","0","0","0","0","346923"
"","","","SP","DEFERIDO","01.613.170/0001-04","","0","0","1178883,5","0","0","0","0","1178883,5"
"","","","SP","DEFERIDO","01.613.170/0001-04","","752103,89","0","0","0","0","0","0","752103,89"
"","","","SP","DEFERIDO","01.613.170/0001-04","","0","0","0","0","0","410094,37","0","410094,37"
"","","","SP","DEFERIDO","01.613.170/0001-04","","104782,52","0","94500","0","0","0","0","199282,52"
"","","","SP","DEFERIDO","01.613.170/0001-04","","0","0","0","0","0","609205","0","609205"
"","","","SP","DEFERIDO","01.613.170/0001-04","","0","0","0","0","0","215882,95","0","215882,95"
"","","","SP","DEFERIDO","01.613.170/0001-04","","0","0","0","0","0","437500","0","437500"
"","ENERGIA ALTERNATIVA","","SP","DEFERIDO","01.613.170/0001-04","","590766,82","0","0","0","0","0","0","590766,82"
"","","","SP","DEFERIDO","01.613.170/0001-04","","0","32782","0","150000","0","0","0","182782"
"","Meninos da Vila - A Magia do Santos","","SP","DEFERIDO","01.613.170/0001-04","","0","0","400000","0","0","0","0","400000"
"","Santos de todos os gols","","SP","DEFERIDO","01.613.170/0001-04","","0","0","860000","0","0","0","0","860000"
"","","","SP","DEFERIDO","01.613.170/0001-04","","0","0","530000","0","319160,46","0","0","849160,46"
"","Na Trilha da Energia 2","","SP","DEFERIDO","01.613.170/0001-04","","0","0","1557848","0","0","0","0","1557848"
"","","","SP","DEFERIDO","01.613.170/0001-04","","0","0","0","0","371268,75","0","0","371268,75"
"","SETENTA","","RJ","DEFERIDO","01.666.326/0001-15","CAVIDEO PRODUCOES COMERCIO E LOCACAO DE FILMES EIRELI","0","0","0","0","300000","0","0","300000"
"","Criadores de Mito","","SP","DEFERIDO","01.699.444/0001-20","CONTEUDO F COMUNICACAO LTDA","0","0","0","0","0","201111","0","201111"
"","Bendito Fruto (Ex. Maria Vinte Polegadas)","","RJ","IRREGULAR","01.702.147/0001-96","","0","429609","0","0","0","0","0","429609"
"","NETTO PERDE SUA ALMA","","RS","IRREGULAR","01.708.896/0001-20","IMAGEM B LTDA - ME","0","2227656","0","0","0","0","0","2227656"
"","","","RS","IRREGULAR","01.708.896/0001-20","IMAGEM B LTDA - ME","0","100000","635000","0","0","0","0","735000"
"","Cerro do Jarau (O) ","","RS","IRREGULAR","01.708.896/0001-20","IMAGEM B LTDA - ME","0","1540330","0","0","0","0","0","1540330"
"","","","RS","IRREGULAR","01.708.896/0001-20","IMAGEM B LTDA - ME","0","553861","0","0","0","0","0","553861"
"","A GUERRA DOS VIZINHOS II","","SP","IRREGULAR","01.712.185/0001-20","","0","546000","300000","0","0","0","0","846000"
"","A Estrada 47 (Ex - A Montanha)","","RJ","DEFERIDO","01.713.311/0001-60","TRES MUNDOS CINE Y VIDEO LTDA.","0","1046100","720000","0","0","0","0","1766100"
"","SOY CUBA, O MAMUTE SIBERIANO (Ex: SOY CUBA, UM FILME PERDIDA NA GUERRA FRIA)","","RJ","DEFERIDO","01.713.311/0001-60","TRES MUNDOS CINE Y VIDEO LTDA.","150000","0","0","0","0","0","0","150000"
"","TROPA DE ELITE (EX - BOPE)","","RJ","DEFERIDO","01.803.185/0001-35","","640000","2714000","360000","2809654,006","0","0","0","6523654,006"
"","SEGREDOS DA TRIBO (EX - POVOS SELVAGENS)","","RJ","DEFERIDO","01.803.185/0001-35","","0","50000","200000","0","0","0","0","250000"
"","Estamira","","RJ","DEFERIDO","01.803.185/0001-35","","300000","280000","0","0","0","0","0","580000"
"","GARAPA     (EX - FOME)","","RJ","DEFERIDO","01.803.185/0001-35","","600000","281100","100000","0","0","0","0","981100"
"","174","","RJ","DEFERIDO","01.803.185/0001-35","","200000","0","0","0","0","0","0","200000"
"","Madeireiros (Ex - Madeireiras)","","RJ","DEFERIDO","01.803.185/0001-35","","0","561246","0","0","0","0","0","561246"
"","","","RJ","DEFERIDO","01.803.185/0001-35","","0","3000000","1000000","2999999","0","0","0","6999999"
"","Tropa de Elite 2 (Ex-""Crime Organizado"")","","RJ","DEFERIDO","01.803.185/0001-35","","0","3000000","1000000","0","3000000","0","0","7000000"
"","Curumim, O Homem que Queria Voar","","RJ","DEFERIDO","01.803.185/0001-35","","0","0","0","0","300000","0","0","300000"
